ID,Nombre,Universidad,ID Universidad,Campus,ID Campus,Acreditación,Vacantes,Cant. Semestres,Arancel,Área,Horario,Empleabilidad,Ingreso,Admisión,Corte 2017,Corte 2016,Lenguaje,Matemáticas,Historia (Cs. Sociales),Ciencias,NEM,Ranking,Descripción,area_id
220,Ingeniería Civil en Industrias,Universidad de Santiago de Chile,4,,16,No,110.0,12.0,4191000,Tecnología,Diurno,,,,"692,2",,10.0,30.0,0.0,10.0,10.0,40.0,"La carrera Ingeniería Civil en Industrias de la Universidad de Santiago de Chile, busca la formación de un profesional capaz de abordar problemas complejos de diseño, gestión e implementación de organizaciones, para la producción de bienes y servicios, trabajando en equipo y demostrando un compromiso ético con las personas y el medio ambiente. Este objetivo se logra gracias a las competencias profesionales que le permiten integrar a los seres humanos con las tecnologías, los recursos y la información.",11
221, Ingeniería Civil en Informática ,Universidad de Santiago de Chile,4,,16,Si,85.0,12.0,4191000,Tecnología,Diurno,"95,9",1800000.0,,"666,4",,10.0,30.0,0.0,10.0,10.0,40.0,"La carrera Ingeniería Civil en Informática de la Universidad de Santiago de Chile formará a un profesional que destaca por su liderazgo y visión para generar estrategias para los procesos de implantación de tecnología en todas las áreas productivas sociales, para potenciar su funcionamiento.",11
222,Ingeniería Civil en Mecánica,Universidad de Santiago de Chile,4,,16,No,100.0,12.0,4191000,Tecnología,Diurno,"92,4",2400000.0,,"651,2",,10.0,30.0,0.0,10.0,10.0,40.0,"La carrera Ingeniería Civil en Mecánica de la Universidad de Santiago de Chile formará a un profesional capaz de aplicar los conocimientos de las matemáticas, ciencias naturales, ciencias de la ingeniería, los procesos y métodos de diseño y ejecución, obtenidos por el estudio, y la experiencia, en forma creativa y metódica.",11
223,Ingeniería Civil en Metalurgia,Universidad de Santiago de Chile,4,,16,Si,55.0,12.0,4191000,Tecnología,Diurno,"89,6",,,"641,7",,10.0,30.0,0.0,10.0,10.0,40.0,"La carrera Ingeniería Civil en Metalurgia de la Universidad de Santiago de Chile formará a un profesional que utiliza recursos humanos y materiales, con el especial concurso de las ciencias físico-matemáticas y la tecnología.",11
224,Ingeniería Civil en Minas,Universidad de Santiago de Chile,4,,17,Si,80.0,12.0,4191000,Tecnología,Diurno,"99,2",2500000.0,,"658,9",,10.0,30.0,0.0,10.0,10.0,40.0,"La carrera Ingeniería Civil en Minas de la Universidad de Santiago de Chile formará a un profesional capaz de aplicar los conocimientos de las matemáticas, ciencias naturales, ciencias de la ingeniería, ciencias sociales y las metodologías de diagnóstico, planificación, diseño e implementación de procesos mineros que involucran bienes, información, recursos humanos y naturales.",11
225,Ingeniería Civil en Obras Civiles ,Universidad de Santiago de Chile,4,,17,No,80.0,12.0,4191000,Tecnología,Diurno,"96,4",1800000.0,,"665,5",,10.0,30.0,0.0,10.0,10.0,40.0,"La carrera Ingeniería Civil en Obras Civiles de la Universidad de Santiago de Chile formará a un profesional con capacidad perceptiva que le permite identificar, plantear y resolver correctamente los problemas relacionados con las Obras Civiles.",11
226,Ingeniería Civil en Química,Universidad de Santiago de Chile,4,,17,Si,60.0,12.0,4191000,Tecnología,Diurno,"85,7",2000000.0,,"646,1",,10.0,30.0,0.0,10.0,10.0,40.0,"La carrera Ingeniería Civil en Química de la Universidad de Santiago de Chile formará a un profesional capaz de integrarse a industrias para el diseño, gestión de recursos e implementación de procesos químicos, que transformen una materia prima en un producto final, o bien dedicarse a la investigación para innovar en el desarrollo de nuevos conocimientos, productos o tecnologías, destinados al mejoramiento de la calidad de vida de la sociedad.",11
227,Ingeniería Comercial,Universidad de Santiago de Chile,4,,16,Si,250.0,10.0,4191000,Administración y comercio,Diurno,"92,5",1800000.0,,"654,8",,10.0,30.0,10.0,10.0,10.0,40.0,"La carrera Ingeniería Comercial de la Universidad de Santiago de Chile formará a profesionales capaces de crear, gestionar y agregar valor a las empresas en el ámbito nacional e internacional. Para ello se fortalecen,  principalmente, las habilidades de gestión gerencial, trabajo en equipo y liderazgo.",1
228,Ingeniería de Alimentos,Universidad de Santiago de Chile,4,,18,Si,35.0,10.0,3750000,Tecnología,Diurno,"88,6",1000000.0,,"586,05",,15.0,25.0,0.0,10.0,10.0,40.0,"La carrera Ingeniería de Alimentos de la Universidad de Santiago de Chile formará a un profesional capaz de simular y optimizar procesos, formular problemas y tomar decisiones, enfrentar los problemas holístico y sistémico, buscar y procesar información, manejar sistemas de información e identificar y resolver problemas en diferentes empresas de alimentos.",11
229,Ingeniería de Ejecución en Climatización,Universidad de Santiago de Chile,4,,17,Si,20.0,8.0,3155000,Tecnología,Diurno,"91,5",1400000.0,,"583,6",,10.0,30.0,0.0,10.0,10.0,40.0,"La carrera Ingeniería de Ejecución en Climatización de la Universidad de Santiago de Chile formará a profesionales capaces de desempeñarse en áreas como el aire acondicionado, la calefacción, el frío industrial y la ventilación industrial, que son requerimientos de primer orden en el desarrollo del país.",11
230,Ingeniería de Ejecución en Computación e Informática,Universidad de Santiago de Chile,4,,17,No,40.0,8.0,3155000,Tecnología,Diurno,"93,8",1600000.0,,"631,3",,10.0,30.0,0.0,10.0,10.0,40.0,"La carrera Ingeniería de Ejecución en Computación e Informática de la Universidad de Santiago de Chile formará a profesionales capaces de desarrollar estrategias y herramientas, implantar soluciones de TI y potenciar el quehacer en todas las áreas productivas y sociales.",11
231,Ingeniería de Ejecución en Electricidad,Universidad de Santiago de Chile,4,,17,Si,75.0,8.0,3155000,Tecnología,Diurno,"96,8",1800000.0,,624,,10.0,30.0,0.0,10.0,10.0,40.0,"La carrera Ingeniería de Ejecución en Electricidad de la Universidad de Santiago de Chile formará a profesionales capaces de aplicar en forma metódica e integrada los conocimientos de las ciencias de la ingeniería y de la tecnología para la ejecución de proyectos y para el montaje, la supervisión y el mantenimiento de equipos y sistemas en el área de la energía eléctrica, la automatización, la electrónica y las telecomunicaciones.",11
232,Ingeniería de Ejecución en Geomensura,Universidad de Santiago de Chile,4,,17,No,45.0,8.0,3155000,Tecnología,Diurno,"90,6",1500000.0,,"590,4",,10.0,30.0,0.0,10.0,10.0,40.0,"La carrera Ingeniería de Ejecución en Geomensura de la Universidad de Santiago de Chile formará a profesionales capaces de actuar en los niveles de planificación y organización de proyectos de la especialidad, analizar e interpretar datos georreferenciados, confeccionar mapas y planos para representar variadas porciones de la superficie terrestre y realizar proyectos de ingeniería a diferentes escalas.",11
233,Ingeniería de Ejecución en Industria,Universidad de Santiago de Chile,4,,17,Si,90.0,8.0,3155000,Tecnología,Diurno,,,,"630,2",,10.0,30.0,0.0,10.0,10.0,40.0,"La carrera Ingeniería de Ejecución en Industria de la Universidad de Santiago de Chile formará a profesionales capaces de abordar problemas de gestión e implementación de operaciones en empresas u organizaciones de producción de bienes y servicios, trabajando en equipo y demostrando un compromiso ético con las personas y el medio ambiente.",11
234,Ingeniería de Ejecución en Mecánica,Universidad de Santiago de Chile,4,,17,Si,50.0,8.0,3155000,Tecnología,Diurno,"91,1",1600000.0,,"623,5",,10.0,30.0,0.0,10.0,10.0,40.0,"La carrera Ingeniería de Ejecución en Mecánica de la Universidad de Santiago de Chile formará a profesionales capaces de participar en todas aquellas actividades que requieren equipos mecánicos para la producción de bienes y servicios, pudiendo tener a su cargo tanto la explotación como el mantenimiento de los mismos.",11
235,Ingeniería de Ejecución en Metalurgia,Universidad de Santiago de Chile,4,,17,No,45.0,8.0,3155000,Tecnología,Diurno,"91,9",2500000.0,,"603,7",,10.0,30.0,0.0,10.0,10.0,40.0,"La carrera Ingeniería de Ejecución en Metalurgia de la Universidad de Santiago de Chile formará a profesionales capaces de utilizar recursos humanos y materiales y finalmente, que está orientado principalmente al área de ventas técnicas, supervisión y jefatura de procesos con especial concurso delas ciencias físico-matemáticas y la tecnología.",11
236,Ingeniería de Ejecución en Minas,Universidad de Santiago de Chile,4,,17,Si,60.0,8.0,3155000,Tecnología,Diurno,"91,9",2500000.0,,"616,2",,10.0,30.0,0.0,10.0,10.0,40.0,"La carrera Ingeniería de Ejecución en Minas de la Universidad de Santiago de Chile formará a profesionales que posean las siguientes habilidades y destrezas profesionales al momento de egreso: Resolver problemas relativos al desarrollo de proyectos o de mantenimiento de equipos y sistemas metalúrgicos. Dimensionar los recursos materiales y de personal necesarios para la ejecución de proyectos. Aplicar las normas y procedimientos establecidos en los montajes, instalaciones y configuraciones de equipos y sistemas minero-metalúrgicos. Participar en la puesta en marcha de equipos y sistemas minero-metalúrgicos, entre otras.",11
237,Ingeniería de Ejecución en Química ,Universidad de Santiago de Chile,4,,17,No,50.0,8.0,3155000,Tecnología,Diurno,"85,9",1300000.0,,"600,4",,10.0,30.0,0.0,10.0,10.0,40.0,"La carrera Ingeniería de Ejecución en Química de la Universidad de Santiago de Chile formará a profesionales capaces de: Integrarse a industrias para el diseño. Gestión de recursos e implementación de procesos químicos, que transformen una materia prima en un producto final. Investigar para innovar en el desarrollo de nuevos conocimientos, productos o tecnologías, destinados al mejoramiento de la calidad de vida de la sociedad",11
238,Ingeniería en Agronegocios,Universidad de Santiago de Chile,4,,18,No,35.0,10.0,3750000,Tecnología,Diurno,"89,3",1300000.0,,"580,6",,15.0,25.0,10.0,10.0,10.0,40.0,"La carrera Ingeniería en Agronegocios de la Universidad de Santiago de Chile formará a un profesional capaz de ser un actor importante en el desarrollo agroalimentario del país, articulando a los diversos actores de la cadena agroalimentaria.",11
239,Ingeniería en Biotecnología ,Universidad de Santiago de Chile,4,,17,No,40.0,10.0,3750000,Tecnología,Diurno,"80,2",,,654,,10.0,30.0,0.0,10.0,10.0,40.0,"La carrera Ingeniería en Biotecnología de la Universidad de Santiago de Chile formará a un profesional capaz de: Aplicar principios de Ingeniería, Biología y Química al desarrollo de procesos, productos y servicios basados en sistemas biológicos. Con énfasis en la innovación y el respeto a los principios bioéticos convencionales. Participar en la creación de micro y pequeñas empresas de base biotecnológica.",11
240,Ingeniería Estadística,Universidad de Santiago de Chile,4,,16,Si,30.0,10.0,3400000,Tecnología,Diurno,"95,5",1800000.0,,"606,9",,10.0,30.0,0.0,10.0,10.0,40.0,"La carrera Ingeniería Estadística de la Universidad de Santiago de Chile formará a profesionales capacitados en los procedimientos y métodos estadísticos para la toma de decisiones bajo incertidumbre, con un juicio crítico y habilidades de trabajo en  equipo.",11
241,Ingeniería Física ,Universidad de Santiago de Chile,4,,16,Si,45.0,12.0,3400000,Tecnología,Diurno,,,,"629,4",,10.0,30.0,0.0,10.0,10.0,40.0,"La carrera Ingeniería Física de la Universidad de Santiago de Chile formará a un profesional capaz de analizar y buscar soluciones a problemas en el ámbito de la ciencia y la tecnología, desempeñándose adecuadamente en cargos administrativos, en laboratorios de  investigación, Observatorios Astronómicos, Área de Salud, Universidades, entre otros.",11
242,Ingeniería Matemática,Universidad de Santiago de Chile,4,,16,No,35.0,12.0,3311000,Tecnología,Diurno,"95,5",1800000.0,,"615,5",,10.0,30.0,0.0,10.0,10.0,40.0,"La carrera Ingeniería Matemática de la Universidad de Santiago de Chile formará a profesionales con una sólida formación en matemática y sus aplicaciones, para que se integren en equipos multidisciplinarios y sean capaces de abordar problemas complejos inherentes a mayores niveles de desarrollo.",11
243,Kinesiología,Universidad de Santiago de Chile,4,,16,No,30.0,10.0,3551000,Salud,Diurno,,,,"673,7",,10.0,10.0,0.0,30.0,10.0,40.0,"El Kinesiólogo formado en la Universidad de Santiago de Chile valora la salud como elemento esencial de la vida humana, destacando por su capacidad de servicio, disposición, responsabilidad social y liderazgo, en el quehacer individual y en equipo.",9
244,Licenciatura en Ciencias de la Actividad Física / Terapeuta en Actividad Física,Universidad de Santiago de Chile,4,,16,No,20.0,10.0,3015000,Salud,Diurno,,,,594,,10.0,20.0,0.0,20.0,10.0,40.0,"La Licenciatura en Ciencias de la Actividad Física / Terapeuta en Actividad Física de la Universidad de Santiago de Chile formará a un profesional especialmente orientado a la evaluación, programación y control del ejercicio como herramienta mediadora en el ámbito de la salud.",9
245,Licenciatura en Ciencias de la Actividad Física /Entrenador Deportivo,Universidad de Santiago de Chile,4,,16,No,20.0,10.0,3015000,Sin área definida,Diurno,,,,"593,6",,10.0,20.0,0.0,20.0,10.0,40.0,"La Licenciatura en Ciencias de la Actividad Física /Entrenador Deportivo de la Universidad de Santiago de Chile formará a un profesional en base a sólidas bases científicas para planificar, desarrollar y controlar el proceso de entrenamiento deportivo en sus distintos niveles de aprendizaje, respetando las etapas formativas, especialización y rendimiento.",10
